_id,societyId,residentId,flatId,complaintNumber,title,description,category,priority,status,residentFeedback,expectedResolutionAt,actualResolutionAt,isArchived,predictionStatus,aiOverridden,createdAt,attachments,__v,updatedAt,created_month,created_weekday,created_hour,complaint_age_days,resolution_time_hours,is_open,complaint_age_bucket,resolution_sla_missed
6a60919d62a1662d3b680330,6a5b33f154b73fc9cb5effdf,6a5fb2a4f9a6aaf7b13e2f11,6a5e3f3f6ed32b9a22aee945,CMP-2026-0020,Culpa aegre tempora conicio.,Valeo vigilo tactus acquiro crebro abstergo aedificium stabilis vos sophismata. Adhuc varius suffragium demum bibo aggredior. Vulgus optio tunc argumentum utor impedit vorago tabesco.,PLUMBING,MEDIUM,resolved,,2026-06-11 21:09:34.365,2026-06-16 07:01:19.118,False,PENDING,False,2026-06-09 21:09:34.365000+00:00,[],0,2026-07-22 09:47:09.305000+00:00,6,1,21,42.52635628966435,1020.6263722222222,False,30+ days,False
6a60919d62a1662d3b68034f,6a5b33f154b73fc9cb5effdf,6a605fde07be72cd0147a6cc,6a605be607be72cd0147a5b8,CMP-2026-0051,Video tactus sollicito clibanus cauda summisse triduana harum.,Accusator terminatio thesis suffoco argumentum audentia thermae. Contigo vomito eveniet quidem antepono cubo arto attonbitus. Communis curriculum vestrum crinis.,GARDENING,CRITICAL,closed,,2026-07-16 17:00:52.156,2026-07-22 00:19:53.733,False,PENDING,False,2026-07-14 17:00:52.156000+00:00,[],0,2026-07-22 09:47:09.306000+00:00,7,1,17,7.699067041979166,184.77143055555555,False,8-30 days,False
6a60919d62a1662d3b68032b,6a5b33f154b73fc9cb5effdf,6a605fde07be72cd0147a6cc,6a5b4909656cac97daff6b8a,CMP-2026-0015,Cimentarius collum collum cenaculum optio bis cuius.,Atavus caelum voveo damno tribuo. Solio sustineo crinis crudelis unde tollo tubineus. Contigo dens voco magnam.,GARDENING,LOW,assigned,,2026-06-10 05:40:56.790,,False,PENDING,False,2026-06-08 05:40:56.790000+00:00,[],0,2026-07-22 09:47:09.305000+00:00,6,0,5,44.17123562994213,,False,30+ days,False
6a60919d62a1662d3b68037a,6a5b33f154b73fc9cb5effdf,6a605fde07be72cd0147a6cc,6a5b4909656cac97daff6bca,CMP-2026-0094,Ustulo patior laudantium vilis textilis validus cupiditas turba utilis.,Defessus autus cohors earum vinco validus. Deleniti voro crapula vapulus curo tabella utroque desolo. Unde tabernus texo pel brevis vulgus ventus sollicito terga depromo.,PLUMBING,HIGH,in_progress,,2026-06-17 06:40:18.263,,False,PENDING,False,2026-06-15 06:40:18.263000+00:00,[],0,2026-07-22 09:47:09.307000+00:00,6,0,6,37.13001487762731,,True,30+ days,True
6a60919d62a1662d3b68033b,6a5b33f154b73fc9cb5effdf,6a5e40d56ed32b9a22aee986,6a5b4909656cac97daff6b52,CMP-2026-0031,Tactus veniam studio.,Celebrer defungo tabesco mollitia. Ambulo velociter cado condico conatus comminor uberrime cubicularis. Aro synagoga cursim quam amaritudo.,SECURITY,LOW,closed,,2026-06-11 20:25:54.055,2026-07-07 01:44:51.577,False,PENDING,False,2026-06-09 20:25:54.055000+00:00,[],0,2026-07-22 09:47:09.305000+00:00,6,1,20,42.55668395170139,1021.3542361111112,False,30+ days,False
6a60919d62a1662d3b680343,6a5b33f154b73fc9cb5effdf,6a5faffaf9a6aaf7b13e2e1f,6a5b4909656cac97daff6b66,CMP-2026-0039,Ullam deporto concedo.,Deleniti vesica vel damno. Usus facere statim a bene argumentum nostrum totus terreo ea. Quo vilitas ambulo acidus bene vulgaris aer patior turba.,ELECTRICAL,MEDIUM,closed,,2026-07-15 22:36:31.755,2026-07-18 00:59:48.512,False,PENDING,False,2026-07-13 22:36:31.755000+00:00,[],0,2026-07-22 09:47:09.305000+00:00,7,0,22,8.46596983133102,203.17709722222224,False,8-30 days,False
6a60919d62a1662d3b680359,6a5b33f154b73fc9cb5effdf,6a5b5008120eac5c280cb195,6a5b4909656cac97daff6b4a,CMP-2026-0061,Verus textilis benigne.,Bellicus aetas porro curo constans. Super cena atqui confido ascit via vomer. Adinventitias tutis asper correptius sollicito aestus sulum terra sint compello.,PLUMBING,MEDIUM,rejected,,2026-07-17 20:06:39.484,,False,PENDING,False,2026-07-15 20:06:39.484000+00:00,[],0,2026-07-22 09:47:09.306000+00:00,7,2,20,6.570047041979167,,False,3-7 days,False
6a60919d62a1662d3b68035c,6a5b33f154b73fc9cb5effdf,6a5fb2a4f9a6aaf7b13e2f11,6a5e3f3f6ed32b9a22aee946,CMP-2026-0064,Alveus adnuo corporis aggero magnam.,Taedium comburo vomito. Denuncio thesaurus abundans autem beatus thesis nulla necessitatibus. Attollo tumultus quibusdam cometes trans.,SECURITY,CRITICAL,in_progress,,2026-06-04 23:25:14.061,,False,PENDING,False,2026-06-02 23:25:14.061000+00:00,[],0,2026-07-22 09:47:09.306000+00:00,6,1,23,49.432146845219904,,True,30+ days,True
6a60919d62a1662d3b68031e,6a5b33f154b73fc9cb5effdf,6a605fde07be72cd0147a6cc,6a5e3f3f6ed32b9a22aee94c,CMP-2026-0002,Blanditiis caute delibero.,Sui atrocitas excepturi aspicio tenus vestrum. Arcus depraedor cotidie ubi vere credo comedo. Audeo antea stips thermae nam voluptate reiciendis.,OTHER,MEDIUM,closed,,2026-06-09 10:16:00.908,2026-07-13 20:52:54.385,False,PENDING,False,2026-06-07 10:16:00.908000+00:00,[],0,2026-07-22 09:47:09.304000+00:00,6,6,10,44.98021574568287,1079.518998888889,False,30+ days,False
6a60919d62a1662d3b680377,6a5b33f154b73fc9cb5effdf,6a5e40d56ed32b9a22aee986,6a5b4909656cac97daff6bb9,CMP-2026-0091,Vix arbitro acies vitae virgo dapifer desparatus armarium aeternus depopulo.,Crastinus laborum ascit termes. Debitis damno amo pauci curo caveo suus tantum tollo. Solvo minima spectaculum defleo sordeo saepe arcesso.,SECURITY,HIGH,in_progress,,2026-06-19 23:12:03.922,,False,PENDING,False,2026-06-17 23:12:03.922000+00:00,[],0,2026-07-22 09:47:09.307000+00:00,6,2,23,34.44129197253472,,True,30+ days,True
6a60919d62a1662d3b680341,6a5b33f154b73fc9cb5effdf,6a5b5008120eac5c280cb195,6a605be607be72cd0147a5d2,CMP-2026-0037,Aliquid censura somniculosus commodo.,Audeo autem celebrer. Timor vaco sequi saepe ascit. Crastinus tabesco vacuus benevolentia causa placeat denuo.,CLEANING,LOW,in_progress,,2026-07-03 18:35:29.078,,False,PENDING,False,2026-07-01 18:35:29.078000+00:00,[],0,2026-07-22 09:47:09.305000+00:00,7,2,18,20.633361926238425,,True,8-30 days,True
6a60919d62a1662d3b680335,6a5b33f154b73fc9cb5effdf,6a5faffaf9a6aaf7b13e2e1f,6a5e3f3f6ed32b9a22aee93c,CMP-2026-0025,Sublime arx autus denuncio desidero tenuis.,Vulgivagus communis tyrannus toties. Tactus comes acsi magnam viscus armarium templum adhuc autem eius. Testimonium antiquus vapulus atqui dapifer architecto.,PARKING,CRITICAL,resolved,,2026-05-24 12:06:54.525,2026-06-30 11:38:16.435,False,PENDING,False,2026-05-22 12:06:54.525000+00:00,[],0,2026-07-22 09:47:09.305000+00:00,5,4,12,60.903206289664354,1461.6707722222222,False,30+ days,False
6a60919d62a1662d3b680363,6a5b33f154b73fc9cb5effdf,6a5faffaf9a6aaf7b13e2e1f,6a5e3f3f6ed32b9a22aee8eb,CMP-2026-0071,Pauci curiositas solutio.,Temeritas cibo spes creber denego civitas accusator. Vilicus curatio tres vorax conitor sint aurum aperiam dolore. Stips decet carcer valde reprehenderit solutio.,CLEANING,MEDIUM,assigned,,2026-06-28 12:05:25.405,,False,PENDING,False,2026-06-26 12:05:25.405000+00:00,[],0,2026-07-22 09:47:09.306000+00:00,6,4,12,25.904237771145837,,False,8-30 days,False
6a60919d62a1662d3b68034d,6a5b33f154b73fc9cb5effdf,6a5fb2a4f9a6aaf7b13e2f11,6a5b4909656cac97daff6b89,CMP-2026-0049,Ipsa tenuis combibo vado attonbitus reiciendis patrocinor cupiditas.,Cuppedia vos bardus. Suggero cur cohors. Averto sumptus infit.,PLUMBING,MEDIUM,in_progress,,2026-05-17 07:27:25.550,,False,PENDING,False,2026-05-15 07:27:25.550000+00:00,[],0,2026-07-22 09:47:09.306000+00:00,5,4,7,68.09729164846064,,True,30+ days,True
6a60919d62a1662d3b680324,6a5b33f154b73fc9cb5effdf,6a5faffaf9a6aaf7b13e2e1f,6a5b4909656cac97daff6bcc,CMP-2026-0008,Tametsi thema creber thema demens supplanto auditor.,Trans trepide auditor accusator succedo conor. Tenuis vivo vapulus appono theologus statim. Usitas tardus aliquid comprehendo cupiditas a patria.,PARKING,MEDIUM,in_progress,,2026-05-02 02:26:34.906,,False,PENDING,False,2026-04-30 02:26:34.906000+00:00,[],0,2026-07-22 09:47:09.304000+00:00,4,3,2,83.3062111392014,,True,30+ days,True
6a60919d62a1662d3b680361,6a5b33f154b73fc9cb5effdf,6a5e40d56ed32b9a22aee986,6a605be607be72cd0147a5b1,CMP-2026-0069,Minima urbanus statim.,Thymum angelus aliquid crur volubilis nemo caelestis caritas verus. Quam basium ascisco adsidue terga ciminatio venustas ascisco culpo. Brevis verus desidero suffragium.,GARDENING,LOW,assigned,,2026-06-26 15:08:05.427,,False,PENDING,False,2026-06-24 15:08:05.427000+00:00,[],0,2026-07-22 09:47:09.306000+00:00,6,2,15,27.77738566466435,,False,8-30 days,False
6a60919d62a1662d3b680338,6a5b33f154b73fc9cb5effdf,6a5e40d56ed32b9a22aee986,6a5b4909656cac97daff6b67,CMP-2026-0028,Cribro attonbitus cunctatio.,Volutabrum abeo laborum tantum cribro colligo thema supra thesis. Utpote pectus certus earum modi virgo decor vinculum nam vero. Adipiscor undique tametsi ipsam provident tum.,OTHER,MEDIUM,open,,2026-07-13 02:58:27.597,,False,PENDING,False,2026-07-11 02:58:27.597000+00:00,[],0,2026-07-22 09:47:09.305000+00:00,7,5,2,11.284073511886572,,False,8-30 days,False
6a60919d62a1662d3b68033f,6a5b33f154b73fc9cb5effdf,6a5faffaf9a6aaf7b13e2e1f,6a5e3f3f6ed32b9a22aee936,CMP-2026-0035,Tempora praesentium sunt cerno conatus cursim.,Comburo sufficio adeptio conforto vigor despecto somniculosus civis tolero vitiosus. Celo impedit trucido admoveo arx adicio. Cras voluptatum asporto.,PARKING,HIGH,open,,2026-05-08 15:28:45.098,,False,PENDING,False,2026-05-06 15:28:45.098000+00:00,[],0,2026-07-22 09:47:09.305000+00:00,5,2,15,76.76303762068288,,False,30+ days,False
6a60919d62a1662d3b680370,6a5b33f154b73fc9cb5effdf,6a5fb2a4f9a6aaf7b13e2f11,6a5e3f3f6ed32b9a22aee8ee,CMP-2026-0084,Sperno modi speculum.,Possimus conicio vobis bibo repellendus curia. Illum tempus suscipit caveo debilito defleo error. Modi delicate venia.,LIFT,MEDIUM,rejected,,2026-04-27 00:12:51.616,,False,PENDING,False,2026-04-25 00:12:51.616000+00:00,[],0,2026-07-22 09:47:09.306000+00:00,4,5,0,88.39907329197916,,False,30+ days,False
6a60919d62a1662d3b680373,6a5b33f154b73fc9cb5effdf,6a5e40d56ed32b9a22aee986,6a5e3f3f6ed32b9a22aee950,CMP-2026-0087,Utor conservo nam amiculum alias aequus tui viduo.,Curvo admoveo dolorem custodia derelinquo nemo eveniet crux depopulo calcar. Recusandae cognomen suffragium cohaero defleo decipio antea comedo qui. Numquam sublime subito tollo aequitas quas auxilium unde.,PLUMBING,CRITICAL,closed,,2026-05-27 15:17:59.168,2026-06-06 10:08:16.425,False,PENDING,False,2026-05-25 15:17:59.168000+00:00,[],0,2026-07-22 09:47:09.307000+00:00,5,0,15,57.770513662349536,1386.4861497222223,False,30+ days,False
6a60919d62a1662d3b680322,6a5b33f154b73fc9cb5effdf,6a5b5008120eac5c280cb195,6a5e3f3f6ed32b9a22aee90e,CMP-2026-0006,Caecus cedo defluo carus minus uberrime crapula damnatio tristis.,Adhaero itaque defendo surgo cras. Delicate magnam solvo deinde quia brevis tabella creber autem. Carpo argentum tepidus cattus antiquus.,PARKING,MEDIUM,closed,,2026-05-08 20:51:21.189,2026-05-08 16:23:52.075,False,PENDING,False,2026-05-06 20:51:21.189000+00:00,[],0,2026-07-22 09:47:09.304000+00:00,5,2,20,76.53900878966435,1836.9300319444444,False,30+ days,False
6a60919d62a1662d3b680357,6a5b33f154b73fc9cb5effdf,6a605fde07be72cd0147a6cc,6a605be607be72cd0147a5b8,CMP-2026-0059,Ambulo amicitia temperantia.,Aeternus demonstro asper apud amplus tabesco creptio. Cui sublime timidus thalassinus canto voluptatum. Argumentum tamen nisi corona labore cohors arbitro.,CLEANING,HIGH,open,,2026-06-14 20:12:25.037,,False,PENDING,False,2026-06-12 20:12:25.037000+00:00,[],0,2026-07-22 09:47:09.306000+00:00,6,4,20,39.56604758596065,,False,30+ days,False
